FIPS,psych.st,rehab.st,genhosp.lt,psych.lt,rehab.lt,popjuvy.10,poppsych.10,psych.st.days,rehab.st.days,genhosp.lt.days,psych.lt.days,rehab.lt.days,er.visits,suicides.17.19,pop,pop.10,medage.10,percwhite.10,percblack.10,percamind.10,percasian.10,percpi.10,perctwoormore.10,percother.10,percurban.10,medhhincome,personsimpoverished,households.10,singleparenthouseholds.10,perclessthanhs.15,percwithhsormore.15,fouryearscollege.15,skateparks,perchisp.10,impoverishedpc
13259,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6621,6058,37.3,28,47.3,0.2,0.7,0,1,22.8,0,34566,1702,1862,297,31.9,68.1,12.2,0,23.8,0.257060867
13261,0,0,0,0,0,133,0,0,0,0,0,0,24720,NA,29524,32819,33.8,42.2,51.8,0.3,1.3,0.1,1.2,3.2,58.2,40250,7420,12123,2273,18.6,81.4,18.3,0,4.3,0.251320959
13263,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6195,6865,45.6,39,59.2,0.3,0.1,0,1,0.4,6.1,41045,1210,2832,394,17.7,82.3,12.1,0,1.4,0.195318805
13265,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1537,1717,45.9,37.3,59.6,0.1,0.6,0,1.4,0.9,0,37046,345,759,101,29,71,8.1,0,2.4,0.22446324
13267,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25286,25520,36.6,62.7,29.3,0.3,0.4,0.1,1.3,6,31.8,41457,5507,8210,1014,24.2,75.8,13.2,1,7.2,0.2177885
13269,0,0,0,0,0,37,0,0,0,0,0,0,0,NA,8020,8906,39.7,58.5,39.3,0.1,0.6,0,0.8,0.7,0,28234,1810,3522,509,21.5,78.5,12.6,0,1.5,0.225685786
13271,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15860,16500,39.2,57,36.5,0.2,0.6,0,1.7,4.1,53,36264,3516,5543,778,29.7,70.3,8.6,0,5.7,0.221689786
13273,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8531,9315,39.6,36.6,61.2,0.2,0.3,0,0.9,0.8,47.9,37122,2325,3519,658,22.5,77.5,11.2,0,1.7,0.272535459
13275,0,0,0,0,0,32,0,0,0,0,0,0,39087,NA,44451,44720,39.6,59.6,36.9,0.4,0.7,0,1.2,1.2,54,47978,7894,17573,2568,15.1,84.9,24.7,0,2.4,0.177588806
13277,0,0,0,0,0,0,0,0,0,0,0,0,48109,NA,40644,40118,34.5,61.4,29,0.2,1.3,0,1.6,6.5,59.2,47764,8380,14836,2203,18.1,81.9,18.1,0,8.1,0.206180494
13279,0,0,0,0,0,18,0,0,0,0,0,0,15115,NA,26830,27223,36,65.1,24.9,0.3,0.7,0.1,1.5,7.4,48.9,41442,5086,10375,1643,19.9,80.1,16.2,1,8.9,0.189563921
13281,0,0,0,0,0,0,0,0,0,0,0,0,5648,NA,12037,10471,51.1,97.7,0.4,0.3,0.4,0,0.6,0.6,0,49023,1376,4510,258,10.1,89.9,30.1,0,1.2,0.114314198
13283,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6901,6885,36.8,65.2,32.6,0.2,0.2,0,1,0.8,41.1,37478,2043,2543,390,26.3,73.7,12.4,1,1.8,0.296044052
13285,0,0,0,0,0,94,0,0,0,0,0,0,58431,NA,69922,67044,36.3,61.5,33.4,0.3,1.6,0.1,1.5,1.7,55.7,47296,13009,24828,4196,16.6,83.4,19,0,3.1,0.18605017
13287,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7985,8930,38.7,54.7,41.6,0.3,0.4,0,0.7,2.2,50.3,35400,2132,3339,523,18.8,81.2,11.7,0,3,0.267000626
13289,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8120,9023,45,56.8,41.3,0.3,0.2,0,1.1,0.3,0,44079,1522,3634,414,25.8,74.2,11.8,0,1.4,0.187438424
13291,0,0,0,0,0,0,0,0,0,0,0,0,21555,NA,24511,21356,50.7,96.8,0.5,0.3,0.4,0,1.2,0.9,0,57049,2800,9116,572,11,89,22.5,0,2,0.114234425
13293,0,0,0,0,0,0,0,0,0,0,0,0,30098,NA,26320,27153,40.3,68.8,28,0.3,0.5,0,1.2,1.2,53.1,40926,4932,10716,1498,17.7,82.3,13.4,1,2.4,0.187386018
13295,0,0,0,0,0,13,0,0,0,0,0,0,0,NA,69761,68756,39.7,93,4.1,0.3,0.4,0,1.6,0.6,56.1,47548,10034,26497,2886,18,82,16.6,0,2.2,0.143833947
13297,0,0,0,0,0,4,0,0,0,0,0,0,21603,19,94593,83768,37.4,80.1,15.6,0.3,1.1,0.1,1.5,1.4,57.3,67007,10070,29583,3649,13.1,86.9,21.7,3,2.8,0.10645608
13299,0,0,0,0,0,0,0,0,0,0,0,0,40329,NA,35734,36312,38.4,66.4,29.5,0.3,0.8,0,1.5,1.5,70.6,37642,8742,13654,1989,18.6,81.4,15.2,0,3,0.244640958
13301,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5254,5834,42.9,36.9,61.7,0.2,0.4,0,0.6,0.2,0,37313,1372,2315,389,26.8,73.2,12.3,0,0.8,0.261134374
13303,0,0,0,0,0,26,0,0,0,0,0,0,14654,NA,20374,21187,38.9,45,52.7,0.1,0.5,0,1,0.7,34.4,41674,3940,7547,1320,18.7,81.3,12.3,0,1.7,0.193383724
13305,0,0,0,0,0,0,0,0,0,0,0,0,12750,NA,29927,30099,37.6,74.9,19.9,0.4,0.5,0,2,2.2,42.1,47382,5116,10562,1430,16.6,83.4,13,0,4.3,0.17094931
13307,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2607,2799,40.6,54,42.3,0,0.3,0,1,2.4,0,41547,477,1119,170,20.7,79.3,14.7,0,3.4,0.18296893
13309,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7855,7421,37.9,61.3,35.2,0.1,0.2,0,0.8,2.3,0,35927,1821,2152,286,19.2,80.8,13.6,0,3.2,0.231826862
13311,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30798,27144,42.3,95.1,1.7,0.5,0.5,0,1.4,0.8,16.2,54786,3259,10646,1006,14.8,85.2,22.7,0,2.2,0.10581856
13313,0,0,0,0,0,68,0,0,0,0,0,0,50008,16,104628,102599,34,76.6,3.7,0.6,1.3,0.1,2.6,15,70.9,53115,13110,35180,4548,30.5,69.5,15.7,1,17.7,0.125301067
13315,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8635,9255,39.7,61.7,35.1,0.2,0.5,0,1,1.6,0,38261,1991,2891,394,17.9,82.1,12.2,0,2.5,0.230573248
13317,0,0,0,0,0,0,0,0,0,0,0,0,2888,NA,9777,10593,43.4,53,42.8,0.2,0.5,0,1.5,2,32.6,39716,1875,4263,601,16.3,83.7,13.8,0,3.5,0.191776619
13319,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8954,9563,41.1,58.5,38.4,0.3,0.3,0,1.1,1.3,0,43902,1491,3666,517,15.6,84.4,10.9,0,2.5,0.166517757
13321,0,0,0,0,0,0,0,0,0,0,0,0,3352,NA,20247,21679,39.7,70.3,27.6,0.3,0.3,0,1.1,0.5,30.8,43142,4061,8214,1162,17.1,82.9,11,1,1.5,0.200572924
15001,0,0,1,0,0,28,9,0,0,26321,0,0,50641,44,201513,185079,40.9,33.7,0.6,0.5,22.2,12.1,29.5,1.5,62,64929,26071,67096,7835,7.7,92.3,29.4,5,30.9,0.129376269
15003,1,1,0,1,0,188,60,20869,23593,0,57201,0,365489,116,974563,953207,37.8,20.8,2,0.3,43.9,9.5,22.3,1.1,99.1,86946,74282,311047,29989,8.1,91.9,35,8,23.5,0.076220829
15005,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,86,90,55.3,26.7,0,0,7.8,48.9,15.6,1.1,0,NA,NA,69,0,9.7,90.3,24.2,0,16.6,NA
15007,0,0,1,0,0,23,0,0,0,20318,0,0,29759,18,72293,67091,41.3,33,0.4,0.4,31.3,9,24.9,0.9,87.1,73029,6659,23240,2739,7.5,92.5,29.2,0,25.9,0.092111269
15009,0,0,0,0,0,41,2,0,0,0,0,0,60337,32,167417,154834,39.6,34.4,0.6,0.4,28.8,10.4,23.5,2,85.4,77375,17638,53886,6397,8,92,27.2,4,25.4,0.105353698
16001,2,1,0,0,0,108,0,43112,5621,0,0,0,171996,93,481587,392365,34.8,90.3,1.1,0.7,2.4,0.2,2.8,2.4,94.5,72295,44023,148445,14594,4.8,95.2,38.5,6,5.3,0.091412351
16003,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4294,3976,50,96.1,0.1,1,0.4,0.1,1.7,0.7,0,50042,539,1748,107,9.8,90.2,21.2,1,2.3,0.125523987
16005,0,0,0,0,1,20,0,0,0,0,0,22096,33835,28,87808,82839,31.4,89.8,0.8,3.2,1.3,0.2,2.7,2.1,84.3,53306,11554,30682,3242,7.5,92.5,27.8,1,4.7,0.131582544
16007,0,0,0,0,0,0,0,0,0,0,0,0,2203,NA,6125,5986,40.5,96.3,0.1,0.5,0.4,0,1.1,1.6,0,54550,717,2281,142,6.5,93.5,18.9,0,2.7,0.117061224
16009,0,0,0,0,0,4,0,0,0,0,0,0,2584,NA,9298,9285,44.8,86.6,0.3,8.7,0.3,0.1,3.6,0.5,28.1,49303,1415,3837,388,12.4,87.6,15.2,0,4,0.152183265
16011,0,0,0,1,0,7,86,0,0,0,43383,0,38539,10,46811,45607,31.8,80.6,0.2,6.5,0.6,0.1,2.1,9.8,44,59959,5145,14999,1637,10.8,89.2,21.2,4,12,0.109910064
16013,0,0,0,0,0,0,0,0,0,0,0,0,8224,NA,23021,21376,40.4,84.9,0.2,0.6,0.9,0.1,1.5,11.8,67.2,75778,1657,8823,757,11.3,88.7,35.4,4,13.3,0.071977759
16015,0,0,0,0,0,34,0,0,0,0,0,0,0,NA,7831,7028,48.4,95.4,0.2,0.8,0.4,0.1,2.3,0.8,0,64443,899,2974,194,5.7,94.3,27.1,0,3.1,0.114800153
16017,0,0,0,0,0,7,0,0,0,0,0,0,10443,13,45739,40877,45.8,96,0.1,0.8,0.5,0.1,2.1,0.4,27.6,56729,5689,17100,1447,9.2,90.8,23.8,4,2.5,0.124379632
16019,0,0,0,0,0,29,19,0,0,0,0,0,84523,29,119062,104234,31.7,90.6,0.6,0.8,0.8,0.1,2.1,5.1,87,65165,10953,36629,3706,8,92,31.3,4,7.1,0.091994087
16021,0,0,0,0,0,0,0,0,0,0,0,0,3692,NA,12245,10972,42.8,94.8,0.3,1.7,0.6,0.1,2.1,0.5,23.8,50709,1794,4421,365,8.2,91.8,19.8,1,2.5,0.146508779
16023,0,0,0,0,0,0,0,0,0,0,0,0,1404,NA,2597,2891,41.7,95.5,0.2,0.4,0.2,0.2,1.5,2,0,51742,376,1129,79,7.2,92.8,16.2,0,3.5,0.144782441
16025,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1106,1117,44.3,94.1,0.3,0.5,0.1,0,3.2,1.8,0,56014,99,487,40,6.7,93.3,16.3,0,5,0.089511754
16027,0,0,0,0,0,142,0,0,0,0,0,0,97448,44,229849,188923,31.6,83,0.6,1.1,0.8,0.2,3,11.4,80.1,58670,22828,63604,8221,14.9,85.1,18.7,3,14.3,0.099317378
16029,0,0,0,0,0,4,0,0,0,0,0,0,2028,NA,7155,6963,37.7,95.3,0.1,0.3,0.2,0.2,1.5,2.3,40.1,61518,718,2606,181,8.8,91.2,19,0,3.9,0.100349406
16031,0,0,0,0,0,0,0,0,0,0,0,0,10972,NA,24030,22952,32,81.8,0.3,0.8,0.5,0.1,2.3,14.2,48.5,53284,2843,7666,758,16.4,83.6,18.6,1,16.5,0.118310445
16033,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,845,982,32.7,72.4,0.7,1,0.5,0,1.5,23.8,0,48726,122,345,31,40.2,59.8,12.2,0,25.4,0.144378698
16035,0,0,0,1,0,0,0,0,0,0,16116,0,13932,NA,8756,8761,49,93.9,0.2,2.2,0.7,0.1,2.1,0.8,41.4,49816,1082,3660,261,9.6,90.4,17.9,0,2.9,0.123572407
16037,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4315,4368,48,96.4,0.2,0.6,0.2,0.1,1,1.5,0,49055,556,1936,116,10.6,89.4,24.4,0,2.5,0.128852839
16039,0,0,0,0,0,43,0,0,0,0,0,0,14377,NA,27511,27038,30,82.2,2.7,1,2.8,0.4,4.1,6.8,73.1,47796,3758,10140,1057,10.1,89.9,18.7,0,10.9,0.136599905
16041,0,0,0,0,0,13,0,0,0,0,0,0,1044,NA,13876,12786,31.5,94.4,0.2,0.4,0.1,0.1,1.6,3.3,33.8,55421,1122,4079,267,9.7,90.3,17.7,0,4.8,0.080859037
16043,0,0,0,0,0,168,0,0,0,0,0,0,0,NA,13099,13242,33.5,89.5,0.3,0.7,0.2,0.1,1.5,7.6,28,56162,1598,4436,330,13.4,86.6,21.7,1,9.2,0.121994045
16045,0,0,0,0,0,6,0,0,0,0,0,0,7092,NA,18112,16719,42.9,93.4,0.1,0.6,0.5,0.1,2.2,3.1,55,53733,2266,6495,559,12.2,87.8,17.5,1,5.3,0.125110424
16047,0,0,0,0,0,8,0,0,0,0,0,0,4724,NA,15179,15464,34.3,80.7,0.2,0.8,0.5,0.1,2.4,15.3,41.9,50205,2285,5531,562,20.9,79.1,17.2,1,17.7,0.150536926
16049,0,0,0,0,0,0,0,0,0,0,0,0,6806,NA,16667,16267,48,93.8,0.3,3,0.4,0,1.9,0.6,19.4,48866,2227,6834,472,9.5,90.5,19.8,0,2.5,0.133617328
16051,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29871,26140,30,91.2,0.2,0.8,0.4,0.1,1.5,5.8,33.4,63078,2723,8146,652,9.8,90.2,24.7,3,7.3,0.091158649
16053,0,0,0,0,0,5,0,0,0,0,0,0,6171,NA,24412,22374,31.7,80,0.3,1.3,0.3,0.1,2.1,15.8,48.7,56320,3429,7540,865,22.8,77.2,16.1,1,18,0.140463706
16055,0,1,0,0,0,56,0,0,3622,0,0,0,52976,38,165697,138494,38.9,94.5,0.3,1.3,0.7,0.1,2.4,0.8,75.8,62764,16374,54200,5527,6.8,93.2,25.2,3,3.1,0.098818929
16057,0,0,0,0,0,0,0,0,0,0,0,0,13319,NA,40108,37244,28.3,92.8,0.8,0.6,2.1,0.1,2.5,1,65,54999,4353,14708,909,4.2,95.8,45.4,0,3.6,0.108531964
16059,0,0,0,0,0,2,0,0,0,0,0,0,4802,NA,8027,7936,49.7,96.4,0.2,0.7,0.4,0,1.6,0.6,38.9,46062,1070,3576,245,7.9,92.1,22.9,1,2.3,0.133300112
16061,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3838,3821,48,90.3,0.4,4.7,0.4,0.1,2.4,1.6,0,45342,502,1657,135,11.5,88.5,17.9,0,4.1,0.13079729
16063,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5366,5208,32,80.1,0.4,0.7,0.4,0.1,2.2,16.2,0,50608,592,1705,164,23.4,76.6,10.3,0,18.3,0.110324264
16065,0,0,0,0,0,0,0,0,0,0,0,0,10548,NA,39907,37536,22.6,93.9,0.5,0.3,0.9,0.1,1.5,2.8,71.5,46177,10731,10611,417,4.1,95.9,36.4,2,4.3,0.268900193
16067,0,0,0,0,0,9,0,0,0,0,0,0,4640,NA,21039,20069,35.3,80.2,0.4,1.2,0.4,0,2.4,15.3,55.8,56173,2361,7170,703,20.8,79.2,14.1,1,17.8,0.112220163
16069,0,0,0,0,0,101,0,0,0,0,0,0,29410,NA,40408,39265,40.8,90.1,0.3,5.6,0.7,0.1,2.5,0.7,80.8,67645,4372,16241,1606,8,92,22.9,0,3.2,0.108196397
16071,0,0,0,0,0,0,0,0,0,0,0,0,5636,NA,4531,4286,39.1,96.7,0.2,0.5,0.5,0,1,1.1,0,55833,507,1545,95,9.8,90.2,17.1,1,2.1,0.111895829
16073,0,0,0,0,0,46,0,0,0,0,0,0,0,NA,11823,11526,36,76,0.2,4.3,0.5,0,2.4,16.6,22.7,48395,1736,4076,397,23.9,76.1,12,0,19,0.146832445
16075,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,23951,22623,37.2,88.6,0.2,1.1,0.8,0.1,2.8,6.3,57.3,53643,2615,8262,897,14.3,85.7,15.7,0,9.2,0.109181245
16077,0,0,0,0,0,0,0,0,0,0,0,0,1948,NA,7681,7817,33.2,75.1,0.3,2.3,0.4,0.1,2.4,19.5,57.4,50981,998,2641,292,20.8,79.2,15.1,0,21.8,0.129930999
16079,0,0,0,0,0,0,0,0,0,0,0,0,3082,NA,12882,12765,46.2,95.4,0.2,1.4,0.4,0.1,2,0.5,44,39239,2426,5605,514,13.8,86.2,11.5,0,2.5,0.188324794
16081,0,0,0,0,0,0,0,0,0,0,0,0,2229,NA,12142,10170,33.2,85.6,0.2,0.3,0.5,0.1,1.5,11.7,0,73637,931,3651,254,6.2,93.8,41,1,13.3,0.076676001
16083,0,0,0,0,0,18,0,0,0,0,0,0,37598,23,86878,77230,34.4,88.9,0.4,0.8,1.2,0.1,2.3,6.3,72,56141,9420,28760,2942,12.9,87.1,20.6,2,8.6,0.10842791
16085,0,0,0,0,0,0,0,0,0,0,0,0,7891,NA,11392,9862,46.9,95.8,0.1,0.7,0.4,0,1.4,1.6,0,64041,995,4393,299,5.4,94.6,30.4,2,3,0.087341994
16087,0,0,0,0,0,0,0,0,0,0,0,0,4140,NA,10194,10198,43.6,86.6,0.2,1,0.9,0,2.2,9.1,54.4,45813,1345,4034,391,15,85,16.3,1,11.3,0.131940357
17001,0,0,0,0,0,68,20,0,0,0,0,0,39570,13,65435,67103,40.7,93.7,3.5,0.2,0.7,0,1.6,0.4,67.4,55942,7786,27375,2698,7.5,92.5,25,0,1.9,0.118988309
17003,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5761,8238,41.1,60.9,35.4,0.3,0.2,0.1,1.7,1.4,38.1,37408,1361,3329,535,13.5,86.5,12.9,0,3.1,0.236243708
17005,0,0,0,0,0,0,0,0,0,0,0,0,6519,NA,16426,17768,39.7,90.9,6.1,0.5,0.4,0,1.8,0.3,39.3,53447,1920,6427,587,10.8,89.2,22.9,2,2.1,0.116887861
17007,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,53544,54165,36.8,84.4,2,0.4,1.3,0,2.6,9.3,80.6,72426,4701,18505,1979,13.8,86.2,23.5,2,11.9,0.087796952
17009,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6578,6937,37.3,76.1,18.5,0.2,0.2,0,0.6,4.4,58.9,60254,674,2099,169,17,83,14.1,0,5,0.102462755
17011,0,0,0,0,0,4,0,0,0,0,0,0,18267,NA,32628,34978,42.5,94.2,0.6,0.3,0.7,0,1.3,3,42.6,57935,3594,14262,1304,9.2,90.8,20.6,1,4.2,0.110150791
17013,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4739,5089,44.6,98.9,0.1,0.2,0.2,0,0.4,0.2,0,63373,452,2085,132,8.4,91.6,14.2,0,0.6,0.095378772
17015,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14305,15387,46.5,96.9,0.8,0.3,0.3,0,1.1,0.6,18.1,56468,1560,6622,554,8.8,91.2,19.5,0,1.7,0.109052779
17017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12147,13642,38.7,86.3,3.1,0.3,0.3,0,1.4,8.7,47.9,51011,1554,5270,610,16,84,15.1,0,10,0.127932823
17019,1,0,0,0,0,105,0,29107,0,0,0,0,108820,27,209689,201081,28.9,73.4,12.4,0.3,8.9,0.1,2.7,2.2,87.3,53485,38566,80665,7145,5,95,45,6,4.9,0.183919996
17021,0,0,0,0,0,42,0,0,0,0,0,0,18435,NA,32304,34800,41.6,96.6,1.4,0.1,0.5,0,0.9,0.4,56.5,51573,3769,14055,1484,10.3,89.7,17.1,0,1.4,0.116672858
17023,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15441,16335,42.3,98.1,0.3,0.2,0.3,0,0.7,0.3,40.5,58323,1636,6782,630,7.2,92.8,19.9,1,1.1,0.105951687
17025,0,0,0,0,0,0,0,0,0,0,0,0,5835,NA,13184,13815,42.2,97.7,0.3,0.2,0.5,0,0.8,0.5,35.3,49377,1793,5697,558,12,88,15,0,1.3,0.13599818
17027,0,0,0,0,0,0,0,0,0,0,0,0,19072,NA,37562,37762,39.3,93.4,3.5,0.2,0.4,0,1.1,1.2,51.2,67201,2645,14005,1115,9.9,90.1,22.3,2,2.5,0.070416911
17029,0,0,0,0,0,41,0,0,0,0,0,0,36257,NA,50621,53873,31.6,92.9,3.8,0.2,1,0,1.5,0.6,75.7,50467,7957,21463,1979,8.6,91.4,26,2,2.1,0.157187728
17031,5,2,0,1,0,1136,795,216246,92916,0,67500,0,2489219,467,5150233,5194675,35.3,55.4,24.8,0.4,6.2,0,2.5,10.6,100,69375,659687,1966356,236387,12.9,87.1,38.8,32,13.2,0.128088768
17033,0,0,0,0,0,25,0,0,0,0,0,0,8662,NA,18667,19817,41.7,92.8,4.7,0.2,0.5,0,0.9,0.8,39.8,50352,2170,7763,678,15,85,17.1,0,1.8,0.116247924
17035,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10766,11048,40.9,98.3,0.3,0.2,0.2,0,0.8,0.2,0,53991,1075,4377,384,9.4,90.6,15.4,1,1,0.099851384
17037,0,0,0,0,0,0,0,0,0,0,0,0,41582,16,104897,105160,29.3,85.1,6.4,0.3,2.3,0,2,3.9,79.7,64676,12909,38484,3758,7.7,92.3,32.3,1,5.9,0.123063577
17039,0,0,0,0,0,0,0,0,0,0,0,0,2692,NA,15638,16561,41.7,96.8,0.5,0.2,0.4,0,1.2,0.9,51.2,59521,1683,6811,660,8.5,91.5,21.3,0,2.1,0.107622458
17041,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19465,19980,38.7,95.7,0.3,0.2,0.4,0,1.2,2.3,38.4,64283,1544,7720,629,16.8,83.2,18.9,2,3.4,0.07932186
17043,1,1,0,0,0,150,19,29729,40827,0,0,0,402611,95,922921,916924,38.2,77.9,4.6,0.3,10.1,0,2.2,4.9,100,96354,54833,337132,24993,7,93,49.4,14,7.1,0.059412452
17045,0,0,0,0,0,0,0,0,0,0,0,0,9095,NA,17161,18576,43.2,98.3,0.3,0.1,0.2,0,0.7,0.3,48.2,51333,2220,7839,778,9.9,90.1,17.2,1,1.1,0.129363091
17047,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6395,6721,42.7,98,0.4,0.1,0.3,0,0.8,0.3,0,54930,744,2840,239,8,92,13.9,0,1.2,0.116340891
17049,0,0,0,0,0,0,0,0,0,0,0,0,21956,NA,34008,34242,39.2,97.6,0.2,0.1,0.4,0,0.8,0.8,40.3,58943,3087,13515,1215,6.9,93.1,22.7,0,1.7,0.090772759
17051,0,0,0,0,0,0,0,0,0,0,0,0,17740,NA,21336,22140,39.9,93.7,4.4,0.2,0.2,0,1,0.4,33,48913,2961,8311,825,16.2,83.8,11.3,0,1.5,0.138779528
17053,0,0,0,0,0,0,0,0,0,0,0,0,5006,NA,12961,14081,42.4,97.1,0.6,0.2,0.3,0,1.1,0.6,58.2,55369,1256,5676,531,9.6,90.4,21.4,2,1.8,0.096906103
17055,0,0,0,0,0,26,0,0,0,0,0,0,5775,NA,38469,39561,41.8,97.7,0.3,0.3,0.3,0,1.1,0.3,51.4,43695,6199,16617,1795,11.1,88.9,16.7,0,1.4,0.161142738
17057,0,0,0,0,0,0,0,0,0,0,0,0,13462,NA,34340,37069,41.9,93.4,3.4,0.4,0.3,0,0.9,1.6,40,50461,4181,14536,1478,11.4,88.6,17.6,0,2.5,0.121753058
17059,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4828,5589,44.4,97.9,0.2,0.3,0.1,0,1.2,0.4,0,46515,911,2403,221,13.1,86.9,10.9,0,1.5,0.188690969
17061,0,0,0,0,0,0,0,0,0,0,0,0,5784,NA,12969,13886,41.6,97.9,0.9,0.2,0.1,0,0.7,0.3,29.2,52116,1730,5570,530,9.4,90.6,12.8,0,0.9,0.133395019
17063,0,0,0,0,0,0,0,0,0,0,0,0,27142,NA,51054,50063,36.1,93.7,1.2,0.2,0.7,0,1.5,2.7,75.6,83135,2827,18546,1843,6.8,93.2,22.9,0,4.2,0.055372743
17065,0,0,0,0,0,0,0,0,0,0,0,0,6699,NA,8116,8457,43.1,98.2,0.4,0.2,0.2,0,0.7,0.3,31.9,51031,1017,3489,313,12.9,87.1,17,0,1,0.125308034
17067,0,0,0,0,0,0,0,0,0,0,0,0,1013,NA,17708,19104,44.6,98,0.3,0.2,0.2,0.1,0.9,0.3,29,53724,2149,8040,625,6.6,93.4,21,0,1.2,0.121357578
17069,0,0,0,0,0,0,0,0,0,0,0,0,2775,NA,3821,4320,46.3,97.3,0.3,0.6,0.5,0.1,0.8,0.3,0,44573,683,1915,161,20.4,79.6,10.8,0,1.2,0.178749019
17071,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6646,7331,47.2,98.2,0.2,0.2,0.2,0.1,1,0.2,0.3,55535,724,3149,261,8.8,91.2,18.3,0,1.1,0.108937707
17073,0,0,0,0,0,0,0,0,0,0,0,0,18189,NA,48913,50486,41.8,94.8,1.6,0.2,0.4,0,1.4,1.6,49.7,61680,4164,20373,1853,8.8,91.2,23.3,0,3,0.085130742
17075,0,0,0,0,0,80,0,0,0,0,0,0,7457,NA,27114,29718,43.4,94.7,0.8,0.2,0.3,0,1.3,2.6,28.3,51542,3083,11956,1046,10.5,89.5,15.9,1,4,0.113705097
17077,0,0,0,0,0,180,0,0,0,0,0,0,44058,NA,56750,60218,29.1,77.8,14.3,0.4,3.2,0.1,2.6,1.6,62.8,37308,13551,25538,2279,8.1,91.9,34.1,2,4.2,0.238784141
17079,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9610,9698,42.7,98.6,0.1,0.1,0.2,0,0.6,0.3,30.1,59980,942,3940,276,10.2,89.8,16.6,0,1,0.098022893
17081,0,0,0,0,0,33,0,0,0,0,0,0,33984,NA,37684,38827,40.6,88.4,8.4,0.2,0.6,0,1.6,0.8,41.2,50531,5267,15365,1701,12.6,87.4,17.9,0,2.4,0.139767541
17083,0,0,0,0,0,19,0,0,0,0,0,0,8902,NA,21773,22985,40.5,97.6,0.4,0.3,0.3,0,1.2,0.2,39.4,63351,2171,8828,791,7.7,92.3,20.3,0,1.4,0.099710651
17085,0,0,0,0,0,0,0,0,0,0,0,0,1345,NA,21235,22678,47.1,97.2,0.5,0.2,0.3,0,0.9,0.9,27.4,62522,1965,9753,677,7.7,92.3,25,1,1.8,0.092535908
17087,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12417,12582,42.2,89,8,0.2,0.2,0,1,1.6,0,55022,1435,4584,353,17.8,82.2,16,1,2.6,0.115567367
17089,0,0,0,1,0,357,308,0,0,0,132941,0,159507,48,532403,515269,34.5,74.6,5.7,0.6,3.5,0,2.6,13,96.4,84311,43305,170479,17637,15.4,84.6,33.1,8,15.6,0.08133876
17091,0,0,0,0,0,114,29,0,0,0,0,0,74323,14,109862,113449,36.7,77.6,15.1,0.3,0.9,0,2.1,4,75.5,60763,13271,41511,5538,11.8,88.2,20.8,0,6.1,0.120797
17093,0,0,0,0,0,0,0,0,0,0,0,0,0,12,128990,114736,32.9,83.6,5.7,0.3,3,0,2.3,5,89.6,105586,5195,38022,3437,7.6,92.4,36.2,3,7.4,0.04027444
17095,0,0,0,0,0,22,27,0,0,0,0,0,51830,NA,49699,52919,42,87.5,7.2,0.2,0.6,0,2.5,1.9,75.7,43404,8490,21535,2394,10.9,89.1,18.9,1,4.5,0.170828387
